country_code,country_name,year,indicator_code,indicator_name,value
PRY,Paraguay,2022,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",44.0
PAN,Panama,2022,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",53.4
MEX,Mexico,2022,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",36.8
HND,Honduras,2022,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",15.7894561875688
GTM,Guatemala,2022,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",17.0101509094238
SLV,El Salvador,2022,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",34.4
ECU,Ecuador,2022,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",53.7299995422363
DOM,Dominican Republic,2022,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",47.8
CRI,Costa Rica,2022,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",42.3
COL,Colombia,2022,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",57.3
CHL,Chile,2022,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",66.0
BRA,Brazil,2022,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",56.1
BOL,Bolivia,2022,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",47.7649110467706
URY,Uruguay,2023,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",36.9
PER,Peru,2023,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",52.1
PRY,Paraguay,2023,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",45.8
PAN,Panama,2023,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",55.3
MEX,Mexico,2023,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",40.0195622693448
HND,Honduras,2023,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",22.7569408416748
GTM,Guatemala,2023,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",30.7
SLV,El Salvador,2023,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",32.4900016784668
ECU,Ecuador,2023,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",45.2
DOM,Dominican Republic,2023,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",48.7
CRI,Costa Rica,2023,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",43.2
COL,Colombia,2023,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",58.1
CHL,Chile,2023,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",68.2287269470591
BRA,Brazil,2023,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",56.8
BOL,Bolivia,2023,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",50.9060592651367
URY,Uruguay,2024,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",38.2140617370605
PER,Peru,2024,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",53.6436614990234
PRY,Paraguay,2024,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",46.3556098937988
PAN,Panama,2024,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",51.203120539503
MEX,Mexico,2024,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",41.1310105588349
HND,Honduras,2024,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",23.9163799285889
GTM,Guatemala,2024,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",17.2903995513916
SLV,El Salvador,2024,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",
ECU,Ecuador,2024,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",45.8308097029595
DOM,Dominican Republic,2024,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",
CRI,Costa Rica,2024,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",44.0235520235762
COL,Colombia,2024,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",58.9675407409668
CHL,Chile,2024,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",69.4026000995014
BRA,Brazil,2024,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",63.1213489971588
BOL,Bolivia,2024,SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",
URY,Uruguay,2020,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",
PER,Peru,2020,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",60.9
PRY,Paraguay,2020,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",42.5900001525879
PAN,Panama,2020,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",
MEX,Mexico,2020,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",39.4900016784668
HND,Honduras,2020,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",
GTM,Guatemala,2020,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",
SLV,El Salvador,2020,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",36.6300010681152
ECU,Ecuador,2020,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",42.7299995422363
DOM,Dominican Republic,2020,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",37.6
CRI,Costa Rica,2020,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",39.4799995422363
COL,Colombia,2020,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",51.9799995422363
CHL,Chile,2020,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",66.2
BRA,Brazil,2020,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",50.6
BOL,Bolivia,2020,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",63.4199981689453
URY,Uruguay,2021,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",29.9
PER,Peru,2021,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",60.5
PRY,Paraguay,2021,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",41.4
PAN,Panama,2021,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",49.2
MEX,Mexico,2021,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",40.3201316287293
HND,Honduras,2021,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",
GTM,Guatemala,2021,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",18.2032203965928
SLV,El Salvador,2021,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",36.9
ECU,Ecuador,2021,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",46.75
DOM,Dominican Republic,2021,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",37.9
CRI,Costa Rica,2021,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",38.4
COL,Colombia,2021,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",52.2
CHL,Chile,2021,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",67.5759959948838
BRA,Brazil,2021,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",51.4
BOL,Bolivia,2021,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",53.9
URY,Uruguay,2022,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",31.0
PER,Peru,2022,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",62.0
PRY,Paraguay,2022,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",42.6
PAN,Panama,2022,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",48.9
MEX,Mexico,2022,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",39.3
HND,Honduras,2022,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",15.7631088744945
GTM,Guatemala,2022,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",19.3934707641602
SLV,El Salvador,2022,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",37.9
ECU,Ecuador,2022,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",54.0699996948242
DOM,Dominican Republic,2022,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",39.2
CRI,Costa Rica,2022,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",39.4
COL,Colombia,2022,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",54.8
CHL,Chile,2022,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",67.3
BRA,Brazil,2022,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",51.8
BOL,Bolivia,2022,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",53.7778819381621
URY,Uruguay,2023,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",30.7
PER,Peru,2023,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",63.1
PRY,Paraguay,2023,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",44.9
PAN,Panama,2023,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",49.6
MEX,Mexico,2023,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",41.8443214105634
HND,Honduras,2023,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",20.2746105194092
GTM,Guatemala,2023,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",36.1
SLV,El Salvador,2023,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",35.4700012207031
ECU,Ecuador,2023,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",46.7
DOM,Dominican Republic,2023,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",39.7
CRI,Costa Rica,2023,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",41.3
COL,Colombia,2023,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",55.7
CHL,Chile,2023,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",68.6336117243862
BRA,Brazil,2023,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",53.3
BOL,Bolivia,2023,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",56.8492698669434
URY,Uruguay,2024,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",31.3978996276856
PER,Peru,2024,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",63.5853004455566
PRY,Paraguay,2024,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",45.9935989379883
PAN,Panama,2024,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",47.4551847898677
MEX,Mexico,2024,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",42.581517697847
HND,Honduras,2024,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",20.1380100250244
GTM,Guatemala,2024,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",18.7887096405029
SLV,El Salvador,2024,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",
ECU,Ecuador,2024,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",47.235486581075
DOM,Dominican Republic,2024,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",
CRI,Costa Rica,2024,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",
COL,Colombia,2024,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",58.6467514038086
CHL,Chile,2024,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",70.305771026885
BRA,Brazil,2024,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",60.2071521618891
BOL,Bolivia,2024,SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",
VEN,"Venezuela, RB",2020,SE.SEC.DURS,"Secondary education, duration (years)",5.0
URY,Uruguay,2020,SE.SEC.DURS,"Secondary education, duration (years)",6.0
PER,Peru,2020,SE.SEC.DURS,"Secondary education, duration (years)",5.0
PRY,Paraguay,2020,SE.SEC.DURS,"Secondary education, duration (years)",6.0
PAN,Panama,2020,SE.SEC.DURS,"Secondary education, duration (years)",6.0
NIC,Nicaragua,2020,SE.SEC.DURS,"Secondary education, duration (years)",5.0
MEX,Mexico,2020,SE.SEC.DURS,"Secondary education, duration (years)",6.0
HND,Honduras,2020,SE.SEC.DURS,"Secondary education, duration (years)",5.0
GTM,Guatemala,2020,SE.SEC.DURS,"Secondary education, duration (years)",6.0
SLV,El Salvador,2020,SE.SEC.DURS,"Secondary education, duration (years)",6.0
ECU,Ecuador,2020,SE.SEC.DURS,"Secondary education, duration (years)",6.0
DOM,Dominican Republic,2020,SE.SEC.DURS,"Secondary education, duration (years)",6.0
CUB,Cuba,2020,SE.SEC.DURS,"Secondary education, duration (years)",6.0
CRI,Costa Rica,2020,SE.SEC.DURS,"Secondary education, duration (years)",5.0
COL,Colombia,2020,SE.SEC.DURS,"Secondary education, duration (years)",6.0
CHL,Chile,2020,SE.SEC.DURS,"Secondary education, duration (years)",6.0
BRA,Brazil,2020,SE.SEC.DURS,"Secondary education, duration (years)",7.0
BOL,Bolivia,2020,SE.SEC.DURS,"Secondary education, duration (years)",6.0
ARG,Argentina,2020,SE.SEC.DURS,"Secondary education, duration (years)",6.0
VEN,"Venezuela, RB",2021,SE.SEC.DURS,"Secondary education, duration (years)",5.0
URY,Uruguay,2021,SE.SEC.DURS,"Secondary education, duration (years)",6.0
PER,Peru,2021,SE.SEC.DURS,"Secondary education, duration (years)",5.0
PRY,Paraguay,2021,SE.SEC.DURS,"Secondary education, duration (years)",6.0
PAN,Panama,2021,SE.SEC.DURS,"Secondary education, duration (years)",6.0
NIC,Nicaragua,2021,SE.SEC.DURS,"Secondary education, duration (years)",5.0
MEX,Mexico,2021,SE.SEC.DURS,"Secondary education, duration (years)",6.0
HND,Honduras,2021,SE.SEC.DURS,"Secondary education, duration (years)",5.0
GTM,Guatemala,2021,SE.SEC.DURS,"Secondary education, duration (years)",6.0
SLV,El Salvador,2021,SE.SEC.DURS,"Secondary education, duration (years)",6.0
ECU,Ecuador,2021,SE.SEC.DURS,"Secondary education, duration (years)",6.0
DOM,Dominican Republic,2021,SE.SEC.DURS,"Secondary education, duration (years)",6.0
CUB,Cuba,2021,SE.SEC.DURS,"Secondary education, duration (years)",6.0
CRI,Costa Rica,2021,SE.SEC.DURS,"Secondary education, duration (years)",5.0
COL,Colombia,2021,SE.SEC.DURS,"Secondary education, duration (years)",6.0
CHL,Chile,2021,SE.SEC.DURS,"Secondary education, duration (years)",6.0
BRA,Brazil,2021,SE.SEC.DURS,"Secondary education, duration (years)",7.0
BOL,Bolivia,2021,SE.SEC.DURS,"Secondary education, duration (years)",6.0
ARG,Argentina,2021,SE.SEC.DURS,"Secondary education, duration (years)",6.0
VEN,"Venezuela, RB",2022,SE.SEC.DURS,"Secondary education, duration (years)",5.0
URY,Uruguay,2022,SE.SEC.DURS,"Secondary education, duration (years)",6.0
PER,Peru,2022,SE.SEC.DURS,"Secondary education, duration (years)",5.0
PRY,Paraguay,2022,SE.SEC.DURS,"Secondary education, duration (years)",6.0
PAN,Panama,2022,SE.SEC.DURS,"Secondary education, duration (years)",6.0
NIC,Nicaragua,2022,SE.SEC.DURS,"Secondary education, duration (years)",5.0
MEX,Mexico,2022,SE.SEC.DURS,"Secondary education, duration (years)",6.0
HND,Honduras,2022,SE.SEC.DURS,"Secondary education, duration (years)",5.0
GTM,Guatemala,2022,SE.SEC.DURS,"Secondary education, duration (years)",6.0
SLV,El Salvador,2022,SE.SEC.DURS,"Secondary education, duration (years)",6.0
ECU,Ecuador,2022,SE.SEC.DURS,"Secondary education, duration (years)",6.0
DOM,Dominican Republic,2022,SE.SEC.DURS,"Secondary education, duration (years)",6.0
CUB,Cuba,2022,SE.SEC.DURS,"Secondary education, duration (years)",6.0
CRI,Costa Rica,2022,SE.SEC.DURS,"Secondary education, duration (years)",5.0
COL,Colombia,2022,SE.SEC.DURS,"Secondary education, duration (years)",6.0
CHL,Chile,2022,SE.SEC.DURS,"Secondary education, duration (years)",6.0
BRA,Brazil,2022,SE.SEC.DURS,"Secondary education, duration (years)",7.0
BOL,Bolivia,2022,SE.SEC.DURS,"Secondary education, duration (years)",6.0
ARG,Argentina,2022,SE.SEC.DURS,"Secondary education, duration (years)",6.0
VEN,"Venezuela, RB",2023,SE.SEC.DURS,"Secondary education, duration (years)",5.0
URY,Uruguay,2023,SE.SEC.DURS,"Secondary education, duration (years)",6.0
PER,Peru,2023,SE.SEC.DURS,"Secondary education, duration (years)",5.0
PRY,Paraguay,2023,SE.SEC.DURS,"Secondary education, duration (years)",6.0
PAN,Panama,2023,SE.SEC.DURS,"Secondary education, duration (years)",6.0
NIC,Nicaragua,2023,SE.SEC.DURS,"Secondary education, duration (years)",5.0
MEX,Mexico,2023,SE.SEC.DURS,"Secondary education, duration (years)",6.0
HND,Honduras,2023,SE.SEC.DURS,"Secondary education, duration (years)",5.0
GTM,Guatemala,2023,SE.SEC.DURS,"Secondary education, duration (years)",6.0
SLV,El Salvador,2023,SE.SEC.DURS,"Secondary education, duration (years)",6.0
ECU,Ecuador,2023,SE.SEC.DURS,"Secondary education, duration (years)",6.0
DOM,Dominican Republic,2023,SE.SEC.DURS,"Secondary education, duration (years)",6.0
CUB,Cuba,2023,SE.SEC.DURS,"Secondary education, duration (years)",6.0
CRI,Costa Rica,2023,SE.SEC.DURS,"Secondary education, duration (years)",5.0
COL,Colombia,2023,SE.SEC.DURS,"Secondary education, duration (years)",6.0
CHL,Chile,2023,SE.SEC.DURS,"Secondary education, duration (years)",6.0
BRA,Brazil,2023,SE.SEC.DURS,"Secondary education, duration (years)",7.0
BOL,Bolivia,2023,SE.SEC.DURS,"Secondary education, duration (years)",6.0
ARG,Argentina,2023,SE.SEC.DURS,"Secondary education, duration (years)",6.0
VEN,"Venezuela, RB",2024,SE.SEC.DURS,"Secondary education, duration (years)",5.0
URY,Uruguay,2024,SE.SEC.DURS,"Secondary education, duration (years)",6.0
PER,Peru,2024,SE.SEC.DURS,"Secondary education, duration (years)",
PRY,Paraguay,2024,SE.SEC.DURS,"Secondary education, duration (years)",6.0
PAN,Panama,2024,SE.SEC.DURS,"Secondary education, duration (years)",6.0
NIC,Nicaragua,2024,SE.SEC.DURS,"Secondary education, duration (years)",
MEX,Mexico,2024,SE.SEC.DURS,"Secondary education, duration (years)",
HND,Honduras,2024,SE.SEC.DURS,"Secondary education, duration (years)",
GTM,Guatemala,2024,SE.SEC.DURS,"Secondary education, duration (years)",6.0
SLV,El Salvador,2024,SE.SEC.DURS,"Secondary education, duration (years)",
ECU,Ecuador,2024,SE.SEC.DURS,"Secondary education, duration (years)",6.0
DOM,Dominican Republic,2024,SE.SEC.DURS,"Secondary education, duration (years)",
CUB,Cuba,2024,SE.SEC.DURS,"Secondary education, duration (years)",6.0
CRI,Costa Rica,2024,SE.SEC.DURS,"Secondary education, duration (years)",
COL,Colombia,2024,SE.SEC.DURS,"Secondary education, duration (years)",
CHL,Chile,2024,SE.SEC.DURS,"Secondary education, duration (years)",
BRA,Brazil,2024,SE.SEC.DURS,"Secondary education, duration (years)",
BOL,Bolivia,2024,SE.SEC.DURS,"Secondary education, duration (years)",6.0
ARG,Argentina,2024,SE.SEC.DURS,"Secondary education, duration (years)",6.0
URY,Uruguay,2020,SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",1.08826644298697
PER,Peru,2020,SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",2.2801399230957
PRY,Paraguay,2020,SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",13.0357576669019
PAN,Panama,2020,SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",20.0360756461205
NIC,Nicaragua,2020,SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",
MEX,Mexico,2020,SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",6.48128986358643
HND,Honduras,2020,SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",42.5353202819824
GTM,Guatemala,2020,SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",36.1617777746243
SLV,El Salvador,2020,SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",20.5360554615427
ECU,Ecuador,2020,SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",3.9265045276313
DOM,Dominican Republic,2020,SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",7.33704552898788
CUB,Cuba,2020,SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",6.61623001098633
CRI,Costa Rica,2020,SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",10.7888097763062
COL,Colombia,2020,SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",1.96314001083374
CHL,Chile,2020,SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",2.54516005516052
BRA,Brazil,2020,SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",2.31728005409241
BOL,Bolivia,2020,SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",12.2632503509522
URY,Uruguay,2021,SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",
PER,Peru,2021,SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",1.11245000362396
PRY,Paraguay,2021,SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",15.5308341186476
PAN,Panama,2021,SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",13.3453133583486
NIC,Nicaragua,2021,SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",
